,sistema_costeiro,bioma,area,populacao,temp_media,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,n_pertence,amazonia,367.308,308645,33.00,605.97,703.17,745.90,768.54,907.33,1003.56,1169.09,1307.52,1530.52,1594.39,1792.50,1690.02,1694.71,1669.72,1834.03
,n_pertence,cerrado,665.802,198169,33.00,5484.24,6419.10,6934.59,7306.98,8284.66,8695.72,9758.64,10681.65,11206.87,11603.67,13306.86,12594.08,13235.92,13536.64,14607.24
,pertence,amazonia,273.014,204899,33.00,2109.12,2419.01,2397.41,3060.00,5366.03,5778.50,6005.67,6845.57,7449.03,7496.41,8296.52,7922.42,7773.90,7924.28,8713.19
,pertence,amazonia,491.767,292786,33.00,1559.23,1802.75,2167.72,2468.08,2904.91,3372.39,3931.51,4555.30,5044.23,5497.84,6568.34,6004.69,6132.85,6152.78,6581.12
,pertence,cerrado,240.042,141321,33.00,5099.91,5825.80,6552.31,7832.55,9613.63,10515.07,11543.94,13215.77,14422.85,15275.36,17728.32,16746.18,17183.51,17910.25,20187.77
,pertence,cerrado,141.622,94153,33.00,2475.68,3096.82,3485.34,4251.01,5262.52,5602.07,5962.49,6635.80,7273.87,7765.37,9271.93,8800.11,9395.12,9741.24,10656.01
,n_pertence,cerrado,419.380,52474,33.00,3780.13,4181.71,4847.87,5570.47,6984.54,7914.97,8820.25,9843.51,10783.40,11061.16,12689.75,11761.17,12340.72,13434.16,14396.88
,pertence,amazonia,287.812,45478,33.00,6766.46,7805.33,8439.84,8961.74,10590.42,11659.32,12890.37,14648.01,16037.85,16630.70,19423.73,18696.37,19062.24,19720.33,21531.94
,n_pertence,amazonia,100.483,205281,33.00,1186.01,1288.45,1567.07,1696.00,1722.39,1928.94,2113.72,2571.20,3027.31,3330.19,4175.07,4171.99,4274.81,4295.97,4920.92
,pertence,amazonia,283.211,257521,33.00,4894.29,5053.69,5535.94,5988.59,7045.13,7540.83,8415.72,9539.06,10709.16,11605.02,13914.45,12612.17,12550.07,12868.36,13424.78
,n_pertence,amazonia,204.328,204106,33.00,5776.16,6364.91,6816.24,7439.94,8239.17,8490.92,9120.04,10171.61,11065.07,11444.85,13600.80,12679.41,12919.30,13299.60,14075.99
,n_pertence,amazonia,322.385,109746,33.00,7275.83,7978.29,8588.35,9825.48,11316.79,11771.25,12727.85,14549.91,15696.43,16020.92,18860.71,17582.91,17528.46,17776.72,19217.69
,pertence,amazonia_cerrado,152.807,282308,33.00,3054.80,3503.44,3772.22,4649.68,5910.82,7038.96,7965.26,9760.64,10944.23,11483.03,13269.96,12721.69,12549.18,12512.67,11953.09
,pertence,cerrado,212.674,333163,33.00,641.96,858.25,971.56,1020.91,1189.15,1222.09,1348.73,1649.73,1881.45,1893.61,2223.94,2145.28,2189.73,2225.36,7737.73
,pertence,cerrado,830.833,143053,33.00,557.93,767.54,920.47,1042.98,1503.85,1480.59,1569.66,1760.93,2009.81,2219.43,3078.27,2646.70,2716.69,2948.18,3347.40
,n_pertence,cerrado,3255.189,288212,33.00,2218.03,2385.69,2527.52,2772.01,3242.13,3483.01,4631.34,5577.38,5917.58,6049.59,6949.16,6710.17,6853.11,7025.25,7891.33
,pertence,cerrado,252.852,119687,33.00,1956.14,2267.87,2485.28,2750.81,3147.89,3500.48,3764.31,4140.18,4523.28,4883.84,5786.37,5278.02,5532.46,5635.42,6049.02
,pertence,amazonia,153.479,120947,33.00,5511.65,5800.12,6048.00,6456.19,7431.64,8182.78,9036.40,9988.39,10798.81,11295.41,13530.31,12625.06,13086.51,13499.03,14189.64
,n_pertence,cerrado,227.627,169809,33.00,3089.78,3814.17,4383.94,4657.59,5555.47,5882.12,6440.65,7310.44,7738.15,8227.95,9562.82,9116.44,9255.66,9583.02,10336.27
,n_pertence,cerrado,720.424,309400,33.00,1005.97,1041.56,1192.27,1283.16,1430.47,1529.52,1719.99,1980.46,2205.53,2468.06,2939.10,2860.92,2842.10,3063.24,3340.88
,n_pertence,cerrado,630.706,285253,33.00,5326.53,5993.61,6533.15,7155.97,8348.83,8880.26,9860.59,11148.05,12353.35,13839.83,16305.20,15528.49,15713.58,15908.31,16781.00
,n_pertence,cerrado,106.875,210290,33.00,390.89,460.90,575.70,567.01,673.48,696.97,869.42,1016.65,1119.71,1232.99,1439.97,1322.18,1537.92,1673.26,1805.22
,n_pertence,cerrado,348.492,84319,33.00,1140.59,1349.15,1651.39,1774.28,1905.94,2078.12,2199.63,2478.49,2717.27,2790.07,3499.49,3225.15,3166.19,3151.83,3472.58
,n_pertence,cerrado,1041.047,237694,33.00,902.16,1132.32,1573.76,1738.90,1995.08,2092.49,2508.37,2932.82,3250.37,3416.68,4046.42,3821.01,3863.95,3978.31,4246.76
,pertence,amazonia,654.961,134110,33.00,1889.85,1842.79,1800.51,1932.60,2508.93,3188.26,3457.97,4010.63,4469.19,4361.81,5211.00,4932.39,5045.53,5414.86,6024.79
,n_pertence,amazonia,352.521,62430,33.00,633.48,753.18,760.32,1085.53,1339.16,1434.94,1959.71,2244.00,2450.79,2740.36,3340.30,3303.97,3472.78,3321.85,3781.26
,n_pertence,cerrado,102.206,121364,33.00,979.20,1058.67,1711.88,1772.42,1973.50,2242.45,2705.79,3172.41,3466.26,3639.56,4448.52,4344.95,4483.74,4601.03,4727.32
,n_pertence,cerrado,1340.250,202932,33.00,1036.59,1424.53,1690.50,1961.83,2258.72,2533.32,2848.59,3141.66,3512.46,3725.49,4409.96,4068.50,4175.08,4148.56,4400.89
,n_pertence,cerrado,253.935,209587,33.00,4826.69,5497.52,5950.72,6022.81,6767.76,7094.18,7909.14,8778.50,9669.63,10462.61,11925.67,11009.45,10948.23,11521.50,12499.29
,pertence,amazonia,1720.040,235813,33.00,28440.11,37498.62,40177.33,48873.75,58571.48,63144.52,67553.66,86894.75,109116.81,120237.55,144105.02,144171.71,143936.27,145565.31,163562.44
,n_pertence,cerrado,250.306,131743,33.00,1098.64,1165.17,1354.48,1491.83,1695.80,1800.55,1916.80,2099.49,2229.27,2313.86,2688.29,2466.52,2634.75,2685.32,2937.07
,pertence,amazonia,369.681,270528,33.00,2998.00,3557.00,4116.00,4675.00,5234.00,5793.00,6352.00,6911.00,7470.00,8029.00,8588.00,9147.00,9706.00,10265.00,10824.00
,n_pertence,amazonia_cerrado,180.236,233796,33.00,3582.89,3791.84,4033.06,4304.49,4886.06,5213.46,5668.64,6252.19,6693.86,6785.01,7428.50,7270.26,7325.94,7200.76,7186.97
,n_pertence,amazonia_cerrado,1610.470,335407,33.00,7360.29,7662.09,8257.70,9087.87,10308.62,11096.32,12139.29,13670.69,15091.96,15856.85,18811.34,16991.70,17022.31,17421.14,18656.45
,n_pertence,amazonia,42.355,143654,33.00,2071.99,2254.77,2549.53,2793.00,3030.24,3216.86,3440.99,3804.21,4304.96,4587.56,5831.87,5410.24,5242.08,5236.86,5676.37
,n_pertence,cerrado,205.125,175230,33.00,417.59,482.31,721.99,847.18,948.51,906.39,979.70,1158.99,1190.15,1212.82,1370.64,1375.38,1599.13,1656.09,1833.17
,n_pertence,cerrado,304.067,191750,33.00,2371.20,2658.03,2994.36,3288.90,3813.65,4098.84,4778.60,5648.72,6260.83,6911.38,8472.72,8154.77,8398.65,8941.47,9340.20
,n_pertence,cerrado,405.671,213133,33.00,526.84,594.77,611.68,682.19,782.88,814.64,893.34,1029.18,1447.33,1506.07,1866.36,1742.05,1781.59,1837.41,1853.37
,n_pertence,cerrado,618.363,16057,33.00,548.55,649.24,735.81,803.85,904.97,958.35,1105.81,1301.49,1393.78,1505.89,1740.91,1563.40,1622.42,1599.72,1668.83
,pertence,amazonia,370.246,322989,33.00,2041.26,2309.02,2586.44,2686.15,3166.19,3510.69,3768.43,4236.41,4791.47,4770.46,5618.53,5225.04,5325.71,5278.82,5437.35
,n_pertence,amazonia,1483.883,66140,33.00,570.76,740.72,804.55,893.51,1067.24,1301.88,2273.71,2331.21,2075.49,2242.28,2613.01,2474.99,2662.51,2660.37,2764.05
,n_pertence,cerrado,89.122,233765,33.00,1475.24,1544.88,1668.24,1765.77,2014.81,2179.74,2454.42,2712.79,2958.62,3089.83,3547.76,3213.09,3295.14,3342.72,3526.33
,n_pertence,cerrado,194.746,50816,33.00,3196.83,3470.80,4140.44,4812.35,5268.88,5447.00,5783.16,6416.27,6995.89,7200.57,8268.31,7609.43,7957.94,8131.65,8743.82
,pertence,amazonia,296.163,315414,33.00,535.87,673.14,859.93,1085.48,1327.69,1446.17,1601.74,1789.37,1915.33,1923.96,2305.53,2109.79,2083.28,2064.05,2185.24
,n_pertence,cerrado,2225.216,49755,33.00,1100.99,1283.64,1530.13,1674.73,2000.69,2416.22,3155.82,3667.07,4088.43,4656.01,5611.63,5751.67,6065.91,6417.80,6744.89
,n_pertence,cerrado,823.654,148488,33.00,1341.60,1484.28,1617.20,1723.60,1910.47,2008.52,2219.08,2517.71,2785.91,2962.25,3621.83,3296.98,3345.32,3603.80,3812.95
,n_pertence,cerrado,179.543,30539,33.00,498.64,627.22,775.65,822.32,906.31,955.03,1103.86,1230.17,1327.56,1358.55,1590.52,1460.68,1475.66,1543.22,1642.22
,n_pertence,cerrado,2525.397,259152,33.00,765.72,843.94,946.31,1118.02,1341.12,1512.87,1971.47,2475.74,2742.13,3086.32,3758.59,3560.74,3900.97,4158.94,4405.88
,n_pertence,cerrado,576.274,194377,33.00,2781.27,3020.28,3438.00,4043.52,4792.94,5231.16,5828.82,6416.02,6716.16,7063.78,8317.45,7726.67,7945.01,8400.93,9123.78
,n_pertence,cerrado,3313.313,164070,33.00,32915.26,37852.28,41466.41,45872.80,52748.55,54921.21,63609.76,73517.83,80641.74,86835.51,99098.36,95409.76,96878.40,100875.04,110952.00
,n_pertence,cerrado,221.252,113223,33.00,4404.74,4745.81,4905.09,5217.35,5839.93,6223.16,7166.64,8087.93,8839.09,9413.65,11177.05,10314.89,10337.55,10793.42,11449.82
,n_pertence,amazonia,815.413,338849,33.00,605.97,703.17,745.90,768.54,907.33,1003.56,1169.09,1307.52,1530.52,1594.39,1792.50,1690.02,1694.71,1669.72,1834.03
,n_pertence,cerrado,131.511,230047,33.00,5484.24,6419.10,6934.59,7306.98,8284.66,8695.72,9758.64,10681.65,11206.87,11603.67,13306.86,12594.08,13235.92,13536.64,14607.24
,pertence,amazonia,140.954,239481,33.00,2109.12,2419.01,2397.41,3060.00,5366.03,5778.50,6005.67,6845.57,7449.03,7496.41,8296.52,7922.42,7773.90,7924.28,8713.19
,pertence,amazonia,657.425,58047,33.00,1559.23,1802.75,2167.72,2468.08,2904.91,3372.39,3931.51,4555.30,5044.23,5497.84,6568.34,6004.69,6132.85,6152.78,6581.12
,pertence,cerrado,123.651,261276,33.00,5099.91,5825.80,6552.31,7832.55,9613.63,10515.07,11543.94,13215.77,14422.85,15275.36,17728.32,16746.18,17183.51,17910.25,20187.77
,pertence,cerrado,101.112,230829,33.00,2475.68,3096.82,3485.34,4251.01,5262.52,5602.07,5962.49,6635.80,7273.87,7765.37,9271.93,8800.11,9395.12,9741.24,10656.01
,n_pertence,cerrado,205.385,4119,33.00,3780.13,4181.71,4847.87,5570.47,6984.54,7914.97,8820.25,9843.51,10783.40,11061.16,12689.75,11761.17,12340.72,13434.16,14396.88
,pertence,amazonia,485.654,117015,33.00,6766.46,7805.33,8439.84,8961.74,10590.42,11659.32,12890.37,14648.01,16037.85,16630.70,19423.73,18696.37,19062.24,19720.33,21531.94
,n_pertence,amazonia,966.202,35601,33.00,1186.01,1288.45,1567.07,1696.00,1722.39,1928.94,2113.72,2571.20,3027.31,3330.19,4175.07,4171.99,4274.81,4295.97,4920.92
,pertence,amazonia,628.434,104305,33.00,4894.29,5053.69,5535.94,5988.59,7045.13,7540.83,8415.72,9539.06,10709.16,11605.02,13914.45,12612.17,12550.07,12868.36,13424.78
,n_pertence,amazonia,840.702,312656,33.00,5776.16,6364.91,6816.24,7439.94,8239.17,8490.92,9120.04,10171.61,11065.07,11444.85,13600.80,12679.41,12919.30,13299.60,14075.99
,n_pertence,amazonia,132.872,32413,33.00,7275.83,7978.29,8588.35,9825.48,11316.79,11771.25,12727.85,14549.91,15696.43,16020.92,18860.71,17582.91,17528.46,17776.72,19217.69
,pertence,amazonia_cerrado,311.330,244763,33.00,3054.80,3503.44,3772.22,4649.68,5910.82,7038.96,7965.26,9760.64,10944.23,11483.03,13269.96,12721.69,12549.18,12512.67,11953.09
,pertence,cerrado,167.164,307647,33.00,641.96,858.25,971.56,1020.91,1189.15,1222.09,1348.73,1649.73,1881.45,1893.61,2223.94,2145.28,2189.73,2225.36,7737.73
,pertence,cerrado,187.446,297483,33.00,557.93,767.54,920.47,1042.98,1503.85,1480.59,1569.66,1760.93,2009.81,2219.43,3078.27,2646.70,2716.69,2948.18,3347.40
,n_pertence,cerrado,522.419,251391,33.00,2218.03,2385.69,2527.52,2772.01,3242.13,3483.01,4631.34,5577.38,5917.58,6049.59,6949.16,6710.17,6853.11,7025.25,7891.33
,pertence,cerrado,226.750,253447,33.00,1956.14,2267.87,2485.28,2750.81,3147.89,3500.48,3764.31,4140.18,4523.28,4883.84,5786.37,5278.02,5532.46,5635.42,6049.02
,pertence,amazonia,570.950,24726,33.00,5511.65,5800.12,6048.00,6456.19,7431.64,8182.78,9036.40,9988.39,10798.81,11295.41,13530.31,12625.06,13086.51,13499.03,14189.64
,n_pertence,cerrado,3296.200,278460,33.00,3089.78,3814.17,4383.94,4657.59,5555.47,5882.12,6440.65,7310.44,7738.15,8227.95,9562.82,9116.44,9255.66,9583.02,10336.27
,n_pertence,cerrado,310.099,287170,33.00,1005.97,1041.56,1192.27,1283.16,1430.47,1529.52,1719.99,1980.46,2205.53,2468.06,2939.10,2860.92,2842.10,3063.24,3340.88
,n_pertence,cerrado,408.473,50053,33.00,5326.53,5993.61,6533.15,7155.97,8348.83,8880.26,9860.59,11148.05,12353.35,13839.83,16305.20,15528.49,15713.58,15908.31,16781.00
,n_pertence,cerrado,1378.423,101437,33.00,390.89,460.90,575.70,567.01,673.48,696.97,869.42,1016.65,1119.71,1232.99,1439.97,1322.18,1537.92,1673.26,1805.22
,n_pertence,cerrado,102.784,630,33.00,1140.59,1349.15,1651.39,1774.28,1905.94,2078.12,2199.63,2478.49,2717.27,2790.07,3499.49,3225.15,3166.19,3151.83,3472.58
,n_pertence,cerrado,213.168,31055,33.00,902.16,1132.32,1573.76,1738.90,1995.08,2092.49,2508.37,2932.82,3250.37,3416.68,4046.42,3821.01,3863.95,3978.31,4246.76
,pertence,amazonia,377.165,8659,33.00,1889.85,1842.79,1800.51,1932.60,2508.93,3188.26,3457.97,4010.63,4469.19,4361.81,5211.00,4932.39,5045.53,5414.86,6024.79
,n_pertence,amazonia,142.279,22166,33.00,633.48,753.18,760.32,1085.53,1339.16,1434.94,1959.71,2244.00,2450.79,2740.36,3340.30,3303.97,3472.78,3321.85,3781.26
,n_pertence,cerrado,3891.659,9395,33.00,979.20,1058.67,1711.88,1772.42,1973.50,2242.45,2705.79,3172.41,3466.26,3639.56,4448.52,4344.95,4483.74,4601.03,4727.32
,n_pertence,cerrado,165.091,291108,33.00,1036.59,1424.53,1690.50,1961.83,2258.72,2533.32,2848.59,3141.66,3512.46,3725.49,4409.96,4068.50,4175.08,4148.56,4400.89
,n_pertence,cerrado,339.375,73092,33.00,4826.69,5497.52,5950.72,6022.81,6767.76,7094.18,7909.14,8778.50,9669.63,10462.61,11925.67,11009.45,10948.23,11521.50,12499.29
,pertence,amazonia,116.970,26369,33.00,28440.11,37498.62,40177.33,48873.75,58571.48,63144.52,67553.66,86894.75,109116.81,120237.55,144105.02,144171.71,143936.27,145565.31,163562.44
,n_pertence,cerrado,337.776,3619,33.00,1098.64,1165.17,1354.48,1491.83,1695.80,1800.55,1916.80,2099.49,2229.27,2313.86,2688.29,2466.52,2634.75,2685.32,2937.07
,pertence,amazonia,342.249,55222,33.00,362681.62,397898.00,411664.44,467564.44,547346.06,578679.61,630946.56,704628.12,749404.56,760452.60,824600.31,795233.77,789699.99,808435.61,871874.97
,n_pertence,amazonia_cerrado,133.120,9303,33.00,3582.89,3791.84,4033.06,4304.49,4886.06,5213.46,5668.64,6252.19,6693.86,6785.01,7428.50,7270.26,7325.94,7200.76,7186.97
,n_pertence,amazonia_cerrado,708.115,17293,33.00,7360.29,7662.09,8257.70,9087.87,10308.62,11096.32,12139.29,13670.69,15091.96,15856.85,18811.34,16991.70,17022.31,17421.14,18656.45
,n_pertence,amazonia,117.802,11221,33.00,2071.99,2254.77,2549.53,2793.00,3030.24,3216.86,3440.99,3804.21,4304.96,4587.56,5831.87,5410.24,5242.08,5236.86,5676.37
,n_pertence,cerrado,216.955,32368,33.00,417.59,482.31,721.99,847.18,948.51,906.39,979.70,1158.99,1190.15,1212.82,1370.64,1375.38,1599.13,1656.09,1833.17
,n_pertence,cerrado,572.926,17402,33.00,2371.20,2658.03,2994.36,3288.90,3813.65,4098.84,4778.60,5648.72,6260.83,6911.38,8472.72,8154.77,8398.65,8941.47,9340.20
,n_pertence,cerrado,817.383,16128,33.00,526.84,594.77,611.68,682.19,782.88,814.64,893.34,1029.18,1447.33,1506.07,1866.36,1742.05,1781.59,1837.41,1853.37
,n_pertence,cerrado,59.520,18835,33.00,548.55,649.24,735.81,803.85,904.97,958.35,1105.81,1301.49,1393.78,1505.89,1740.91,1563.40,1622.42,1599.72,1668.83
,pertence,amazonia,398.793,22933,33.00,2041.26,2309.02,2586.44,2686.15,3166.19,3510.69,3768.43,4236.41,4791.47,4770.46,5618.53,5225.04,5325.71,5278.82,5437.35
,n_pertence,amazonia,194.972,901446,33.00,570.76,740.72,804.55,893.51,1067.24,1301.88,2273.71,2331.21,2075.49,2242.28,2613.01,2474.99,2662.51,2660.37,2764.05
,n_pertence,cerrado,113.921,748540,33.00,1475.24,1544.88,1668.24,1765.77,2014.81,2179.74,2454.42,2712.79,2958.62,3089.83,3547.76,3213.09,3295.14,3342.72,3526.33
,n_pertence,cerrado,70.231,33631,33.00,3196.83,3470.80,4140.44,4812.35,5268.88,5447.00,5783.16,6416.27,6995.89,7200.57,8268.31,7609.43,7957.94,8131.65,8743.82
,pertence,amazonia,124.842,26223,33.00,535.87,673.14,859.93,1085.48,1327.69,1446.17,1601.74,1789.37,1915.33,1923.96,2305.53,2109.79,2083.28,2064.05,2185.24
,n_pertence,cerrado,382.124,17113,33.00,1100.99,1283.64,1530.13,1674.73,2000.69,2416.22,3155.82,3667.07,4088.43,4656.01,5611.63,5751.67,6065.91,6417.80,6744.89
,n_pertence,cerrado,1111.202,4025,33.00,1341.60,1484.28,1617.20,1723.60,1910.47,2008.52,2219.08,2517.71,2785.91,2962.25,3621.83,3296.98,3345.32,3603.80,3812.95
,n_pertence,cerrado,231.169,22391,33.00,498.64,627.22,775.65,822.32,906.31,955.03,1103.86,1230.17,1327.56,1358.55,1590.52,1460.68,1475.66,1543.22,1642.22
,n_pertence,cerrado,152.912,8667,33.00,765.72,843.94,946.31,1118.02,1341.12,1512.87,1971.47,2475.74,2742.13,3086.32,3758.59,3560.74,3900.97,4158.94,4405.88
,n_pertence,cerrado,312.878,14108,33.00,2781.27,3020.28,3438.00,4043.52,4792.94,5231.16,5828.82,6416.02,6716.16,7063.78,8317.45,7726.67,7945.01,8400.93,9123.78
,n_pertence,cerrado,217.461,15549,33.00,32915.26,37852.28,41466.41,45872.80,52748.55,54921.21,63609.76,73517.83,80641.74,86835.51,99098.36,95409.76,96878.40,100875.04,110952.00
,n_pertence,cerrado,499.537,32243,33.00,4404.74,4745.81,4905.09,5217.35,5839.93,6223.16,7166.64,8087.93,8839.09,9413.65,11177.05,10314.89,10337.55,10793.42,11449.82
,n_pertence,amazonia,187.058,13756,33.00,605.97,703.17,745.90,768.54,907.33,1003.56,1169.09,1307.52,1530.52,1594.39,1792.50,1690.02,1694.71,1669.72,1834.03
,n_pertence,cerrado,608.306,5352,33.00,5484.24,6419.10,6934.59,7306.98,8284.66,8695.72,9758.64,10681.65,11206.87,11603.67,13306.86,12594.08,13235.92,13536.64,14607.24
,pertence,amazonia,85.390,21219,33.00,2109.12,2419.01,2397.41,3060.00,5366.03,5778.50,6005.67,6845.57,7449.03,7496.41,8296.52,7922.42,7773.90,7924.28,8713.19
,pertence,amazonia,456.796,13981,33.00,1559.23,1802.75,2167.72,2468.08,2904.91,3372.39,3931.51,4555.30,5044.23,5497.84,6568.34,6004.69,6132.85,6152.78,6581.12
,pertence,cerrado,357.489,63923,33.00,5099.91,5825.80,6552.31,7832.55,9613.63,10515.07,11543.94,13215.77,14422.85,15275.36,17728.32,16746.18,17183.51,17910.25,20187.77
,pertence,cerrado,909.751,35065,33.00,2475.68,3096.82,3485.34,4251.01,5262.52,5602.07,5962.49,6635.80,7273.87,7765.37,9271.93,8800.11,9395.12,9741.24,10656.01
,n_pertence,cerrado,317.638,10347,33.00,3780.13,4181.71,4847.87,5570.47,6984.54,7914.97,8820.25,9843.51,10783.40,11061.16,12689.75,11761.17,12340.72,13434.16,14396.88
,pertence,amazonia,1868.970,83705,33.00,6766.46,7805.33,8439.84,8961.74,10590.42,11659.32,12890.37,14648.01,16037.85,16630.70,19423.73,18696.37,19062.24,19720.33,21531.94
,n_pertence,amazonia,263.879,12281,33.00,1186.01,1288.45,1567.07,1696.00,1722.39,1928.94,2113.72,2571.20,3027.31,3330.19,4175.07,4171.99,4274.81,4295.97,4920.92
,pertence,amazonia,243.872,4072,33.00,4894.29,5053.69,5535.94,5988.59,7045.13,7540.83,8415.72,9539.06,10709.16,11605.02,13914.45,12612.17,12550.07,12868.36,13424.78
,n_pertence,amazonia,131.365,8129,33.00,5776.16,6364.91,6816.24,7439.94,8239.17,8490.92,9120.04,10171.61,11065.07,11444.85,13600.80,12679.41,12919.30,13299.60,14075.99
,n_pertence,amazonia,635.981,15914,33.00,7275.83,7978.29,8588.35,9825.48,11316.79,11771.25,12727.85,14549.91,15696.43,16020.92,18860.71,17582.91,17528.46,17776.72,19217.69
,pertence,amazonia_cerrado,822.454,42014,33.00,3054.80,3503.44,3772.22,4649.68,5910.82,7038.96,7965.26,9760.64,10944.23,11483.03,13269.96,12721.69,12549.18,12512.67,11953.09
,pertence,cerrado,309.395,10513,33.00,641.96,858.25,971.56,1020.91,1189.15,1222.09,1348.73,1649.73,1881.45,1893.61,2223.94,2145.28,2189.73,2225.36,7737.73
,pertence,cerrado,103.834,37902,33.00,557.93,767.54,920.47,1042.98,1503.85,1480.59,1569.66,1760.93,2009.81,2219.43,3078.27,2646.70,2716.69,2948.18,3347.40
,n_pertence,cerrado,244.575,61112,33.00,2218.03,2385.69,2527.52,2772.01,3242.13,3483.01,4631.34,5577.38,5917.58,6049.59,6949.16,6710.17,6853.11,7025.25,7891.33
,pertence,cerrado,86.024,115360,33.00,1956.14,2267.87,2485.28,2750.81,3147.89,3500.48,3764.31,4140.18,4523.28,4883.84,5786.37,5278.02,5532.46,5635.42,6049.02
,pertence,amazonia,165.224,17801,33.00,5511.65,5800.12,6048.00,6456.19,7431.64,8182.78,9036.40,9988.39,10798.81,11295.41,13530.31,12625.06,13086.51,13499.03,14189.64
,n_pertence,cerrado,357.622,5656,33.00,3089.78,3814.17,4383.94,4657.59,5555.47,5882.12,6440.65,7310.44,7738.15,8227.95,9562.82,9116.44,9255.66,9583.02,10336.27
,n_pertence,cerrado,314.458,624107,33.00,1005.97,1041.56,1192.27,1283.16,1430.47,1529.52,1719.99,1980.46,2205.53,2468.06,2939.10,2860.92,2842.10,3063.24,3340.88
,n_pertence,cerrado,596.215,16314,33.00,5326.53,5993.61,6533.15,7155.97,8348.83,8880.26,9860.59,11148.05,12353.35,13839.83,16305.20,15528.49,15713.58,15908.31,16781.00
,n_pertence,cerrado,1554.627,5641,33.00,390.89,460.90,575.70,567.01,673.48,696.97,869.42,1016.65,1119.71,1232.99,1439.97,1322.18,1537.92,1673.26,1805.22
,n_pertence,cerrado,151.875,10525,33.00,1140.59,1349.15,1651.39,1774.28,1905.94,2078.12,2199.63,2478.49,2717.27,2790.07,3499.49,3225.15,3166.19,3151.83,3472.58
,n_pertence,cerrado,1088.791,26111,33.00,902.16,1132.32,1573.76,1738.90,1995.08,2092.49,2508.37,2932.82,3250.37,3416.68,4046.42,3821.01,3863.95,3978.31,4246.76
,pertence,amazonia,357.683,32778,33.00,1889.85,1842.79,1800.51,1932.60,2508.93,3188.26,3457.97,4010.63,4469.19,4361.81,5211.00,4932.39,5045.53,5414.86,6024.79
,n_pertence,amazonia,194.242,4417,33.00,633.48,753.18,760.32,1085.53,1339.16,1434.94,1959.71,2244.00,2450.79,2740.36,3340.30,3303.97,3472.78,3321.85,3781.26
,n_pertence,cerrado,1501.915,11284,33.00,979.20,1058.67,1711.88,1772.42,1973.50,2242.45,2705.79,3172.41,3466.26,3639.56,4448.52,4344.95,4483.74,4601.03,4727.32
,n_pertence,cerrado,3686.004,15247,33.00,1036.59,1424.53,1690.50,1961.83,2258.72,2533.32,2848.59,3141.66,3512.46,3725.49,4409.96,4068.50,4175.08,4148.56,4400.89
,n_pertence,cerrado,218.792,6852,33.00,4826.69,5497.52,5950.72,6022.81,6767.76,7094.18,7909.14,8778.50,9669.63,10462.61,11925.67,11009.45,10948.23,11521.50,12499.29
,pertence,amazonia,198.709,20800,33.00,28440.11,37498.62,40177.33,48873.75,58571.48,63144.52,67553.66,86894.75,109116.81,120237.55,144105.02,144171.71,143936.27,145565.31,163562.44
